,Amount_Requested,Interest_Rate,Loan_Length,Debt_To_Income_Ratio,Monthly_Income,Open_CREDIT_Lines,Revolving_CREDIT_Balance,Inquiries_in_the_Last_6_Months,Employment_Length,FICO_avg,Loan_Purpose,State,Home_Ownership
1325,4000.0,6.03,36.0,33.67,7917.0,19.0,55123.0,1.0,10.0,802.0,car,GA,MORTGAGE
1326,2500.0,6.62,36.0,10.96,6166.67,14.0,24495.0,0.0,10.0,732.0,home_improvement,MD,MORTGAGE
1327,28000.0,18.55,36.0,8.99,6666.67,6.0,14189.0,2.0,5.0,702.0,debt_consolidation,LA,MORTGAGE
1328,9000.0,8.9,36.0,7.33,12500.0,4.0,12964.0,0.0,5.0,732.0,debt_consolidation,CA,RENT
1329,6600.0,6.03,36.0,16.69,6250.0,14.0,17258.0,0.0,10.0,752.0,home_improvement,NC,MORTGAGE
1330,27050.0,17.27,60.0,27.59,5025.0,13.0,40037.0,1.0,10.0,707.0,credit_card,WA,MORTGAGE
1331,4800.0,15.99,36.0,0.0,4583.33,2.0,0.0,0.0,6.0,677.0,major_purchase,IL,RENT
1332,7550.0,10.16,36.0,3.83,8333.33,10.0,10204.0,0.0,2.0,712.0,debt_consolidation,CA,MORTGAGE
1333,10000.0,7.74,36.0,0.17,7083.33,9.0,2994.0,0.0,10.0,777.0,debt_consolidation,OR,MORTGAGE
1334,12500.0,11.26,36.0,12.21,4333.33,6.0,12568.0,2.0,8.0,732.0,credit_card,TX,RENT
1335,27575.0,19.05,36.0,19.3,5166.67,6.0,14935.0,1.0,10.0,662.0,debt_consolidation,WI,RENT
1336,20000.0,13.11,36.0,3.94,7238.92,6.0,11751.0,3.0,10.0,722.0,debt_consolidation,IL,MORTGAGE
1337,15000.0,14.61,36.0,9.17,3000.0,8.0,0.0,2.0,1.0,732.0,major_purchase,TX,RENT
1338,18000.0,8.9,36.0,12.79,10500.0,15.0,4856.0,2.0,1.0,732.0,home_improvement,NV,MORTGAGE
1339,5400.0,8.9,36.0,6.27,3000.0,2.0,90.0,2.0,5.0,787.0,small_business,OH,RENT
1340,23000.0,15.81,36.0,16.02,7083.33,8.0,9664.0,2.0,4.0,697.0,credit_card,CA,RENT
1341,8000.0,5.79,36.0,19.65,5833.33,8.0,0.0,0.0,3.0,772.0,home_improvement,FL,OWN
1342,3000.0,12.69,36.0,4.25,1200.0,4.0,1643.0,0.0,1.0,707.0,debt_consolidation,SC,OWN
1343,7200.0,6.92,36.0,11.72,7083.33,6.0,15933.0,1.0,3.0,782.0,credit_card,RI,MORTGAGE
1344,15350.0,15.8,36.0,7.41,5666.67,6.0,8128.0,0.0,1.0,672.0,credit_card,CO,MORTGAGE
1345,6000.0,12.12,36.0,21.21,3333.33,8.0,4638.0,0.0,2.0,687.0,wedding,GA,RENT
1346,15000.0,13.16,36.0,13.16,2583.33,3.0,4923.0,2.0,9.0,757.0,debt_consolidation,GA,MORTGAGE
1347,5000.0,12.68,60.0,12.59,4416.67,13.0,7686.0,0.0,1.0,692.0,moving,NY,RENT
1348,2575.0,6.76,36.0,4.8,6875.0,6.0,4678.0,2.0,3.0,762.0,educational,MA,RENT
1349,1800.0,13.67,36.0,24.21,4250.0,11.0,5757.0,0.0,5.0,672.0,vacation,NY,RENT
1350,10000.0,14.09,36.0,26.44,5416.67,6.0,18652.0,1.0,6.0,702.0,other,WA,MORTGAGE
1351,7750.0,10.74,36.0,6.51,2916.67,5.0,6889.0,0.0,6.0,707.0,debt_consolidation,UT,MORTGAGE
1352,12000.0,16.29,36.0,28.76,5666.67,21.0,16822.0,2.0,3.0,662.0,debt_consolidation,CT,RENT
1353,10000.0,6.03,36.0,16.0,8333.33,11.0,14832.0,0.0,10.0,782.0,debt_consolidation,KY,MORTGAGE
1354,4950.0,13.67,36.0,14.11,4166.67,15.0,8379.0,0.0,5.0,667.0,debt_consolidation,CA,MORTGAGE
1355,8400.0,6.03,36.0,15.34,3200.0,6.0,10576.0,0.0,5.0,762.0,medical,WA,MORTGAGE
1356,3500.0,12.12,36.0,17.82,5416.67,15.0,4067.0,3.0,1.0,697.0,other,CA,MORTGAGE
1357,12000.0,16.29,36.0,18.37,7083.33,16.0,16993.0,2.0,7.0,667.0,credit_card,TX,MORTGAGE
1358,18000.0,22.47,60.0,17.17,5562.92,13.0,14866.0,3.0,7.0,662.0,credit_card,OH,MORTGAGE
1359,14675.0,12.99,60.0,29.18,3167.0,7.0,21088.0,1.0,6.0,727.0,debt_consolidation,FL,RENT
1360,13000.0,14.09,36.0,16.09,3250.0,6.0,6930.0,0.0,2.0,677.0,credit_card,CT,RENT
1361,15000.0,13.11,36.0,33.12,4166.67,10.0,13198.0,0.0,9.0,697.0,debt_consolidation,NY,RENT
1362,8250.0,9.32,36.0,24.45,3300.0,17.0,29576.0,2.0,8.0,757.0,credit_card,OH,MORTGAGE
1363,6900.0,14.09,36.0,17.78,4166.67,9.0,9720.0,1.0,10.0,687.0,credit_card,AR,OWN
1364,35000.0,20.49,60.0,12.54,10416.67,14.0,26487.0,4.0,2.0,687.0,debt_consolidation,PA,MORTGAGE
1365,25000.0,10.62,36.0,12.21,11166.67,6.0,28556.0,0.0,7.0,752.0,debt_consolidation,VA,RENT
1366,9600.0,11.14,36.0,20.58,3833.33,9.0,44403.0,1.0,5.0,707.0,debt_consolidation,NV,MORTGAGE
1367,9000.0,6.62,36.0,17.11,6750.0,7.0,12553.0,2.0,7.0,757.0,debt_consolidation,NY,MORTGAGE
1368,6500.0,8.9,36.0,31.45,6000.0,14.0,61865.0,2.0,1.0,742.0,credit_card,CO,MORTGAGE
1369,1750.0,11.14,36.0,8.02,1833.33,4.0,1838.0,0.0,2.0,722.0,credit_card,CA,RENT
1370,5000.0,5.42,36.0,23.15,2833.33,7.0,4573.0,0.0,3.0,752.0,wedding,OH,RENT
1371,6000.0,15.8,36.0,16.4,2500.0,5.0,5892.0,1.0,4.0,672.0,debt_consolidation,GA,RENT
1372,25000.0,14.09,36.0,19.13,6083.33,19.0,14666.0,0.0,10.0,702.0,debt_consolidation,CA,RENT
1373,13000.0,14.33,36.0,11.08,3358.33,7.0,6327.0,1.0,10.0,692.0,debt_consolidation,MN,MORTGAGE
1374,5875.0,7.9,36.0,14.75,5416.67,15.0,2617.0,2.0,4.0,722.0,other,NV,RENT
1375,5000.0,16.29,36.0,20.77,4583.33,19.0,11991.0,1.0,6.0,662.0,debt_consolidation,VA,RENT
1376,16000.0,16.45,60.0,16.66,5500.0,6.0,6842.0,0.0,9.0,682.0,debt_consolidation,MO,MORTGAGE
1377,12000.0,9.62,60.0,14.12,6666.67,10.0,6969.0,1.0,4.0,732.0,small_business,GA,MORTGAGE
1378,35000.0,12.12,36.0,19.9,13933.33,18.0,24288.0,0.0,1.0,722.0,debt_consolidation,FL,MORTGAGE
1379,4800.0,5.79,36.0,11.71,2800.0,6.0,9228.0,0.0,3.0,737.0,car,NJ,RENT
1380,6500.0,11.11,36.0,13.98,2253.0,11.0,7558.0,1.0,2.0,682.0,credit_card,WY,MORTGAGE
1381,25000.0,13.06,36.0,4.14,11500.0,4.0,6578.0,0.0,1.0,737.0,other,MI,MORTGAGE
1382,1000.0,7.62,36.0,5.59,9333.33,6.0,350.0,4.0,2.0,787.0,debt_consolidation,MD,MORTGAGE
1383,16000.0,13.48,36.0,15.17,4166.67,6.0,1962.0,1.0,2.0,702.0,debt_consolidation,KY,MORTGAGE
1384,7675.0,15.13,36.0,18.08,11666.67,13.0,12578.0,0.0,9.0,647.0,other,TX,MORTGAGE
1385,13600.0,8.9,36.0,10.94,10000.0,15.0,18028.0,0.0,10.0,722.0,debt_consolidation,WA,RENT
1386,12000.0,15.31,36.0,32.91,5500.0,21.0,13559.0,1.0,3.0,682.0,debt_consolidation,CA,RENT
1387,15000.0,10.37,36.0,26.72,5250.0,11.0,44850.0,1.0,10.0,752.0,house,AL,MORTGAGE
1388,7125.0,18.49,36.0,11.18,5636.75,14.0,5383.0,2.0,8.0,677.0,debt_consolidation,CT,MORTGAGE
1389,35000.0,21.67,60.0,14.25,20833.33,12.0,79792.0,0.0,6.0,677.0,house,CA,RENT
1390,11575.0,13.11,60.0,18.37,3750.0,12.0,18790.0,1.0,10.0,727.0,debt_consolidation,NY,MORTGAGE
1391,5000.0,7.4,36.0,14.22,6000.0,7.0,1751.0,0.0,6.0,782.0,major_purchase,GA,RENT
1392,5000.0,7.62,36.0,3.04,2500.0,5.0,4864.0,0.0,3.0,737.0,debt_consolidation,NY,OWN
1393,5000.0,13.24,36.0,13.28,4833.0,10.0,9816.0,0.0,4.0,662.0,debt_consolidation,NJ,RENT
1394,7000.0,7.9,36.0,12.61,6250.0,13.0,19848.0,0.0,10.0,722.0,debt_consolidation,VA,MORTGAGE
1395,20000.0,14.5,36.0,25.4,6916.67,10.0,26938.0,0.0,10.0,717.0,debt_consolidation,MN,MORTGAGE
1396,7000.0,6.92,36.0,17.15,4583.33,13.0,6897.0,0.0,5.0,737.0,debt_consolidation,CA,RENT
1397,20000.0,10.25,36.0,17.51,7833.33,14.0,49898.0,0.0,5.0,762.0,debt_consolidation,DE,MORTGAGE
1398,6000.0,7.9,36.0,20.13,7750.0,16.0,7533.0,1.0,8.0,727.0,major_purchase,PA,MORTGAGE
1399,14000.0,7.66,36.0,10.68,21666.67,14.0,13850.0,3.0,1.0,737.0,major_purchase,FL,MORTGAGE
1400,30000.0,19.05,36.0,14.77,9166.67,20.0,22299.0,1.0,1.0,687.0,debt_consolidation,CO,MORTGAGE
1401,18225.0,17.58,36.0,24.64,5000.0,12.0,16398.0,2.0,7.0,662.0,debt_consolidation,TX,MORTGAGE
1402,12000.0,7.29,36.0,16.15,11667.0,9.0,113671.0,0.0,4.0,722.0,other,VA,MORTGAGE
1403,10000.0,12.12,36.0,12.99,5833.33,8.0,13885.0,0.0,6.0,692.0,debt_consolidation,CA,MORTGAGE
1404,16300.0,14.91,36.0,24.17,5222.0,11.0,40988.0,1.0,10.0,677.0,credit_card,FL,MORTGAGE
1405,11000.0,13.87,36.0,20.93,4167.0,14.0,17436.0,0.0,2.0,672.0,debt_consolidation,NY,OWN
1406,25000.0,15.58,60.0,0.6,5666.67,2.0,0.0,4.0,10.0,787.0,small_business,CA,MORTGAGE
1407,24000.0,12.12,36.0,29.01,7500.0,12.0,14804.0,1.0,1.0,672.0,debt_consolidation,MD,MORTGAGE
1408,6000.0,7.49,36.0,8.81,2462.75,11.0,8644.0,0.0,2.0,717.0,major_purchase,NY,OWN
1409,10000.0,11.49,60.0,22.69,5623.33,11.0,26898.0,1.0,10.0,767.0,debt_consolidation,NV,MORTGAGE
1410,2000.0,8.9,36.0,23.7,3000.0,5.0,2117.0,1.0,10.0,732.0,car,MI,OWN
1411,6625.0,11.14,36.0,10.12,1916.67,10.0,5449.0,0.0,5.0,692.0,credit_card,PA,OWN
1412,20000.0,16.71,36.0,20.83,5333.33,11.0,11881.0,4.0,1.0,662.0,debt_consolidation,NY,RENT
1413,12000.0,9.63,36.0,9.12,6250.0,8.0,5212.0,2.0,1.0,747.0,other,WA,MORTGAGE
1414,4200.0,7.29,36.0,6.58,5133.33,4.0,5475.0,1.0,4.0,767.0,debt_consolidation,IL,RENT
1415,6950.0,13.11,36.0,12.51,7916.67,5.0,1593.0,4.0,10.0,717.0,other,TX,MORTGAGE
1416,6000.0,7.51,36.0,4.74,10916.0,18.0,6317.0,4.0,6.0,767.0,major_purchase,IL,MORTGAGE
1417,8400.0,10.99,36.0,24.85,7583.0,9.0,342.0,0.0,1.0,702.0,debt_consolidation,CA,MORTGAGE
1418,5000.0,7.88,36.0,16.61,5833.33,18.0,19771.0,2.0,10.0,727.0,home_improvement,NJ,MORTGAGE
1419,4750.0,10.16,36.0,32.49,3500.0,15.0,36512.0,0.0,10.0,697.0,credit_card,MO,MORTGAGE
1420,15000.0,10.75,60.0,17.55,5761.0,12.0,2691.0,2.0,10.0,787.0,moving,NY,RENT
1421,12000.0,16.29,36.0,5.07,2916.67,13.0,10360.0,2.0,5.0,672.0,home_improvement,WI,MORTGAGE
1422,4000.0,7.68,36.0,10.74,3417.0,11.0,2775.0,3.0,1.0,792.0,other,GA,RENT
1423,12800.0,12.61,60.0,9.02,5166.67,7.0,7942.0,0.0,5.0,727.0,debt_consolidation,FL,RENT
1424,12000.0,8.9,60.0,9.75,9866.0,9.0,2787.0,0.0,4.0,797.0,car,CA,MORTGAGE
1425,9425.0,13.49,36.0,15.71,3750.0,12.0,15116.0,0.0,8.0,672.0,credit_card,CA,RENT
1426,28000.0,12.42,36.0,2.98,27083.33,5.0,12888.0,1.0,5.0,732.0,debt_consolidation,NY,MORTGAGE
1427,30000.0,21.0,60.0,17.12,8666.67,8.0,47503.0,0.0,6.0,712.0,debt_consolidation,TX,MORTGAGE
1428,9600.0,18.39,36.0,14.69,5166.67,8.0,13041.0,1.0,10.0,662.0,debt_consolidation,VA,MORTGAGE
1429,7800.0,12.84,36.0,16.77,6000.0,8.0,13835.0,0.0,4.0,697.0,debt_consolidation,NY,RENT
1430,12000.0,10.65,36.0,26.06,5833.33,15.0,24893.0,3.0,10.0,722.0,debt_consolidation,GA,RENT
1431,9600.0,15.31,36.0,12.82,6000.0,13.0,11407.0,2.0,10.0,677.0,debt_consolidation,PA,MORTGAGE
1432,6000.0,10.62,36.0,23.38,5000.0,15.0,46125.0,1.0,2.0,707.0,credit_card,VA,MORTGAGE
1433,7500.0,11.11,60.0,23.63,1820.0,13.0,4409.0,2.0,2.0,722.0,debt_consolidation,NY,RENT
1434,7000.0,6.03,36.0,8.29,2750.0,8.0,10860.0,0.0,4.0,762.0,debt_consolidation,FL,OWN
1435,10000.0,11.71,36.0,5.85,4333.33,8.0,7072.0,0.0,10.0,687.0,debt_consolidation,NY,RENT
1436,3200.0,12.61,36.0,16.72,6476.0,14.0,80837.0,4.0,10.0,667.0,credit_card,CA,MORTGAGE
1437,13000.0,10.38,36.0,11.72,10533.33,13.0,37252.0,0.0,1.0,727.0,debt_consolidation,VA,MORTGAGE
1438,35000.0,24.7,60.0,8.26,10000.0,12.0,21391.0,2.0,10.0,662.0,debt_consolidation,AL,MORTGAGE
1439,20800.0,6.62,36.0,15.64,10833.33,11.0,15192.0,0.0,10.0,712.0,credit_card,CA,MORTGAGE
1440,1600.0,16.29,36.0,7.8,2666.67,7.0,5504.0,2.0,6.0,662.0,debt_consolidation,OR,RENT
1441,10050.0,6.03,36.0,20.72,2500.0,11.0,13669.0,0.0,9.0,752.0,small_business,TX,RENT
1442,8000.0,17.99,36.0,21.11,8583.33,15.0,14584.0,3.0,5.0,672.0,debt_consolidation,CA,MORTGAGE
1443,16000.0,12.12,36.0,24.3,6250.0,8.0,10304.0,2.0,1.0,717.0,debt_consolidation,CT,RENT
1444,11700.0,7.9,36.0,5.63,3320.83,11.0,14301.0,0.0,10.0,722.0,home_improvement,CA,MORTGAGE
1445,13475.0,12.12,36.0,28.27,5666.67,12.0,7722.0,1.0,7.0,707.0,debt_consolidation,FL,MORTGAGE
1446,14500.0,5.42,36.0,7.15,10000.0,9.0,40.0,0.0,10.0,802.0,home_improvement,OH,MORTGAGE
1447,5000.0,14.61,36.0,6.36,3083.33,8.0,4680.0,4.0,5.0,667.0,other,CA,RENT
1448,13600.0,6.62,36.0,17.31,11250.0,11.0,77377.0,1.0,4.0,752.0,debt_consolidation,CA,MORTGAGE
1449,2200.0,8.9,36.0,14.02,7083.33,10.0,14980.0,1.0,10.0,717.0,debt_consolidation,CA,RENT
1450,9000.0,9.76,36.0,18.67,5833.33,12.0,12035.0,0.0,10.0,707.0,credit_card,NY,MORTGAGE
1451,27925.0,22.47,60.0,3.94,7000.0,14.0,9914.0,2.0,5.0,687.0,debt_consolidation,FL,MORTGAGE
1452,9450.0,14.33,36.0,24.51,2916.67,12.0,11555.0,0.0,4.0,672.0,debt_consolidation,NY,RENT
1453,15175.0,20.25,60.0,18.78,4333.33,6.0,18049.0,0.0,8.0,667.0,debt_consolidation,WA,RENT
1454,10000.0,7.49,36.0,7.77,3166.67,4.0,0.0,0.0,1.0,737.0,debt_consolidation,AZ,RENT
1455,16000.0,16.29,36.0,20.62,5416.67,13.0,14246.0,1.0,1.0,682.0,debt_consolidation,FL,RENT
1456,13200.0,15.31,36.0,8.61,3333.33,10.0,5400.0,3.0,10.0,682.0,debt_consolidation,KY,MORTGAGE
1457,20000.0,18.75,60.0,6.3,15416.67,13.0,15026.0,3.0,1.0,697.0,other,PA,RENT
1458,8500.0,17.77,36.0,18.0,2583.33,9.0,13718.0,0.0,2.0,667.0,other,MI,RENT
1459,3000.0,14.27,36.0,10.77,3833.0,11.0,5515.0,1.0,1.0,672.0,debt_consolidation,NY,OWN
1460,10000.0,15.31,36.0,18.99,5583.33,16.0,12723.0,1.0,2.0,677.0,credit_card,FL,MORTGAGE
1461,14075.0,16.29,36.0,11.02,10416.67,10.0,7653.0,3.0,10.0,702.0,debt_consolidation,NY,MORTGAGE
1462,19000.0,19.72,60.0,19.85,4500.0,13.0,11388.0,1.0,3.0,682.0,credit_card,NY,RENT
1463,25000.0,12.84,36.0,5.52,8666.67,9.0,1900.0,4.0,10.0,762.0,small_business,IL,MORTGAGE
1464,9000.0,13.11,36.0,23.88,4229.17,11.0,7496.0,0.0,1.0,687.0,credit_card,GA,MORTGAGE
1465,6775.0,13.11,36.0,10.2,6666.67,14.0,5457.0,2.0,1.0,687.0,debt_consolidation,NC,RENT
1466,2200.0,15.23,36.0,16.2,2500.0,7.0,2476.0,2.0,2.0,677.0,debt_consolidation,CA,RENT
1467,10800.0,8.0,36.0,6.82,11250.0,7.0,10232.0,2.0,1.0,792.0,home_improvement,CA,MORTGAGE
1468,16800.0,14.33,60.0,21.75,6666.67,14.0,23740.0,0.0,1.0,677.0,debt_consolidation,WV,MORTGAGE
1469,3500.0,15.62,36.0,14.41,6833.33,7.0,11526.0,3.0,8.0,662.0,home_improvement,GA,MORTGAGE
1470,9250.0,18.79,60.0,19.27,4448.0,9.0,22704.0,0.0,10.0,662.0,debt_consolidation,AK,MORTGAGE
1471,23400.0,7.49,36.0,15.66,5580.0,6.0,2086.0,0.0,1.0,742.0,debt_consolidation,TX,RENT
1472,10375.0,7.9,36.0,27.64,4500.0,7.0,0.0,0.0,5.0,747.0,debt_consolidation,MD,MORTGAGE
1473,9325.0,14.09,36.0,21.35,3333.33,10.0,27007.0,1.0,1.0,697.0,debt_consolidation,DC,RENT
1474,18000.0,21.48,60.0,15.82,6500.0,10.0,4256.0,0.0,10.0,667.0,debt_consolidation,NY,RENT
1475,5375.0,8.9,36.0,29.48,3416.67,6.0,3007.0,2.0,1.0,722.0,debt_consolidation,NC,RENT
1476,3700.0,15.8,36.0,32.2,3000.0,9.0,14151.0,0.0,1.0,692.0,credit_card,NY,RENT
1477,19125.0,18.49,36.0,9.1,4166.67,8.0,19761.0,3.0,10.0,677.0,debt_consolidation,MA,RENT
1478,1625.0,15.31,36.0,4.32,1666.67,3.0,1759.0,4.0,3.0,747.0,major_purchase,TX,OWN
1479,26000.0,16.77,60.0,11.77,4416.67,5.0,7560.0,1.0,10.0,732.0,home_improvement,NC,MORTGAGE
1480,6650.0,18.25,60.0,17.12,3084.0,16.0,5646.0,2.0,3.0,682.0,debt_consolidation,OH,MORTGAGE
1481,1000.0,11.49,36.0,21.36,4666.67,16.0,26558.0,0.0,10.0,672.0,debt_consolidation,CA,RENT
1482,18000.0,14.42,36.0,7.89,5833.33,5.0,18505.0,1.0,3.0,722.0,wedding,TX,MORTGAGE
1483,8000.0,12.84,36.0,16.73,3521.0,13.0,4075.0,0.0,3.0,682.0,wedding,TX,MORTGAGE
1484,4575.0,15.65,36.0,14.31,5833.33,25.0,82586.0,2.0,2.0,682.0,credit_card,MS,OTHER
1485,35000.0,21.97,60.0,19.32,14166.67,14.0,51314.0,3.0,3.0,692.0,debt_consolidation,RI,MORTGAGE
1486,10000.0,12.12,36.0,12.46,4375.0,7.0,11070.0,0.0,5.0,697.0,debt_consolidation,CA,MORTGAGE
1487,32350.0,18.49,36.0,20.14,6000.0,15.0,39513.0,1.0,3.0,662.0,debt_consolidation,CT,OWN
1488,16000.0,12.98,36.0,15.86,3600.0,9.0,26357.0,2.0,3.0,702.0,debt_consolidation,CA,MORTGAGE
1489,13750.0,14.09,36.0,24.77,3000.0,12.0,16734.0,1.0,1.0,692.0,credit_card,CA,RENT
1490,5600.0,11.14,36.0,27.96,11666.67,18.0,194205.0,0.0,10.0,667.0,credit_card,NC,MORTGAGE
1491,21000.0,23.76,60.0,24.82,7458.33,14.0,11973.0,0.0,10.0,662.0,debt_consolidation,KS,RENT
1492,12000.0,7.9,36.0,21.99,5416.67,8.0,28146.0,0.0,10.0,732.0,home_improvement,MN,MORTGAGE
1493,12000.0,13.49,36.0,16.29,6250.0,13.0,13528.0,1.0,7.0,682.0,debt_consolidation,NV,MORTGAGE
1494,3600.0,13.99,36.0,10.0,5750.0,8.0,10766.0,2.0,4.0,672.0,other,NY,RENT
1495,25000.0,16.32,60.0,22.19,7083.33,8.0,9133.0,0.0,4.0,707.0,debt_consolidation,PA,MORTGAGE
1496,8400.0,9.25,60.0,22.47,4833.33,6.0,19187.0,0.0,3.0,762.0,car,NM,MORTGAGE
1497,24375.0,15.8,60.0,30.61,4708.33,18.0,49136.0,0.0,10.0,702.0,debt_consolidation,PA,MORTGAGE
1498,8575.0,15.8,36.0,34.41,4541.67,15.0,5180.0,1.0,10.0,677.0,debt_consolidation,KY,MORTGAGE
1499,13800.0,12.12,36.0,17.11,4250.0,8.0,11366.0,0.0,1.0,697.0,debt_consolidation,CA,RENT
1500,17000.0,11.49,36.0,13.69,5083.33,9.0,13883.0,0.0,4.0,697.0,debt_consolidation,MI,RENT
1501,11000.0,13.67,36.0,13.44,4666.67,8.0,10482.0,0.0,6.0,677.0,debt_consolidation,LA,MORTGAGE
1502,7800.0,14.35,36.0,21.89,2508.33,5.0,25780.0,0.0,1.0,682.0,other,CA,RENT
1503,3725.0,10.59,36.0,18.57,11666.67,21.0,43987.0,0.0,10.0,697.0,credit_card,NY,RENT
1504,11000.0,17.27,36.0,11.44,5000.0,7.0,10070.0,3.0,10.0,667.0,other,WI,MORTGAGE
1505,8500.0,15.31,36.0,7.56,3333.33,5.0,8844.0,0.0,1.0,672.0,debt_consolidation,CO,RENT
1506,10000.0,9.76,36.0,6.83,4583.33,14.0,13511.0,0.0,7.0,707.0,credit_card,MA,RENT
1507,12000.0,11.71,60.0,23.3,4000.0,8.0,15010.0,0.0,10.0,727.0,debt_consolidation,CT,MORTGAGE
1508,31500.0,12.12,60.0,21.32,5250.0,10.0,11936.0,0.0,10.0,757.0,other,IL,RENT
1509,19000.0,15.31,60.0,27.65,3617.21,8.0,25692.0,0.0,3.0,707.0,debt_consolidation,FL,RENT
1510,12000.0,10.16,36.0,14.22,8791.67,10.0,17185.0,2.0,8.0,697.0,debt_consolidation,CO,MORTGAGE
1511,19125.0,10.16,36.0,25.58,4000.0,5.0,0.0,0.0,5.0,727.0,debt_consolidation,FL,RENT
1512,6525.0,16.07,36.0,10.11,3166.67,3.0,2494.0,1.0,1.0,702.0,other,MD,RENT
1513,8975.0,7.9,36.0,21.51,9166.67,18.0,61613.0,3.0,10.0,727.0,debt_consolidation,NJ,MORTGAGE
1514,6000.0,6.03,36.0,11.41,6250.0,9.0,89985.0,2.0,5.0,782.0,other,NY,MORTGAGE
1515,20800.0,19.22,60.0,15.5,6916.67,20.0,28764.0,1.0,10.0,682.0,credit_card,TX,RENT
1516,8400.0,14.27,36.0,11.95,4166.67,10.0,16634.0,1.0,10.0,682.0,debt_consolidation,NC,MORTGAGE
1517,20000.0,18.49,36.0,12.83,13583.33,17.0,30679.0,1.0,1.0,677.0,debt_consolidation,FL,MORTGAGE
1518,18550.0,12.12,36.0,11.37,3941.0,14.0,9438.0,0.0,5.0,712.0,debt_consolidation,FL,MORTGAGE
1519,9600.0,12.12,36.0,25.35,4750.0,11.0,29475.0,0.0,5.0,687.0,credit_card,CT,RENT
1520,6000.0,6.03,36.0,12.68,6666.67,13.0,8581.0,0.0,10.0,777.0,major_purchase,TX,MORTGAGE
1521,14000.0,15.31,36.0,11.35,7333.33,7.0,6229.0,1.0,1.0,682.0,credit_card,AZ,RENT
1522,17000.0,12.98,36.0,15.72,4333.33,5.0,19053.0,0.0,10.0,707.0,debt_consolidation,AL,RENT
1523,13250.0,10.65,36.0,24.96,3333.33,13.0,16192.0,0.0,1.0,702.0,credit_card,NJ,RENT
1524,13000.0,9.76,36.0,24.5,4166.67,10.0,15534.0,0.0,6.0,707.0,credit_card,TX,RENT
1525,20000.0,12.12,36.0,16.35,4166.67,7.0,15917.0,0.0,1.0,702.0,debt_consolidation,FL,MORTGAGE
1526,7000.0,15.31,36.0,15.64,2666.67,11.0,11529.0,0.0,5.0,672.0,credit_card,CO,RENT
1527,12000.0,17.27,36.0,15.07,4166.67,7.0,12318.0,1.0,1.0,667.0,debt_consolidation,CO,MORTGAGE
1528,4200.0,7.62,36.0,6.75,10416.67,15.0,10819.0,1.0,2.0,737.0,debt_consolidation,IL,OWN
1529,15000.0,11.89,36.0,12.42,5000.0,15.0,31563.0,3.0,1.0,717.0,debt_consolidation,FL,MORTGAGE
1530,1775.0,6.54,36.0,19.77,3333.33,11.0,2038.0,0.0,1.0,727.0,debt_consolidation,OH,RENT
1531,10000.0,12.12,36.0,18.81,3250.0,10.0,19354.0,0.0,10.0,697.0,home_improvement,NY,MORTGAGE
1532,14400.0,12.69,60.0,16.06,6250.0,6.0,28675.0,1.0,7.0,732.0,debt_consolidation,GA,RENT
1533,16000.0,8.49,36.0,10.3,5416.67,15.0,15119.0,0.0,6.0,737.0,credit_card,FL,RENT
1534,10000.0,13.48,36.0,14.57,6307.42,11.0,18823.0,0.0,10.0,682.0,debt_consolidation,NV,MORTGAGE
1535,3000.0,5.79,36.0,8.49,5416.67,13.0,10380.0,1.0,1.0,747.0,small_business,CO,RENT
1536,20000.0,7.9,36.0,20.95,4333.33,9.0,13169.0,1.0,10.0,752.0,debt_consolidation,CA,RENT
1537,6000.0,15.8,36.0,21.0,2176.67,13.0,4356.0,1.0,2.0,687.0,debt_consolidation,WI,RENT
1538,7050.0,13.49,36.0,14.05,5624.0,6.0,2530.0,3.0,4.0,682.0,debt_consolidation,PA,MORTGAGE
1539,11325.0,12.12,36.0,8.61,2833.33,3.0,9137.0,0.0,10.0,727.0,other,TX,RENT
1540,2000.0,16.29,36.0,30.58,4166.67,9.0,3313.0,1.0,2.0,672.0,home_improvement,OH,MORTGAGE
1541,11000.0,12.53,36.0,1.62,6667.0,7.0,4526.0,0.0,10.0,692.0,other,CA,RENT
1542,10000.0,14.33,36.0,23.56,2750.0,4.0,14317.0,0.0,2.0,702.0,debt_consolidation,WA,RENT
1543,15000.0,16.29,36.0,10.67,5000.0,14.0,13611.0,0.0,4.0,667.0,credit_card,CA,RENT
1544,23000.0,18.64,60.0,21.17,5166.67,13.0,23773.0,0.0,6.0,692.0,debt_consolidation,GA,RENT
1545,10000.0,15.31,36.0,26.03,5416.67,12.0,7161.0,3.0,5.0,677.0,credit_card,WA,MORTGAGE
1546,4000.0,12.23,60.0,2.63,9417.0,5.0,13865.0,0.0,5.0,707.0,other,CO,MORTGAGE
1547,13000.0,10.74,36.0,19.25,3200.0,7.0,28032.0,1.0,1.0,717.0,debt_consolidation,CA,RENT
1548,5000.0,9.33,36.0,11.93,15000.0,16.0,60568.0,1.0,2.0,717.0,home_improvement,WI,MORTGAGE
1549,6400.0,7.51,36.0,9.58,6400.0,11.0,12306.0,1.0,1.0,737.0,major_purchase,IL,RENT
1550,3825.0,7.9,36.0,3.72,3333.33,3.0,5106.0,0.0,5.0,747.0,small_business,NY,RENT
